event_id,participant_id,condition_id,session_id,event_type,timestamp_ms,trial_id,trial_index,decision,latency_ms,ai_reco,ground_truth,follow_ai,ai_correct,cue_source,cue_modules,agent_name,agent_tone,agent_personality,agent_avatar_label,study_run_id
20000000-0000-4000-8000-000000000031,10000000-0000-4000-8000-000000000002,industry_set,11000000-0000-4000-8000-000000000002,decision,1800000113831,ops_05,4,override,1831,reject,reject,false,true,industry_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Atlas,warm,calm,AT,synthetic-pilot-v1
20000000-0000-4000-8000-000000000032,10000000-0000-4000-8000-000000000002,industry_set,11000000-0000-4000-8000-000000000002,task_shown,1800000115000,ops_06,5,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000033,10000000-0000-4000-8000-000000000002,industry_set,11000000-0000-4000-8000-000000000002,decision,1800000116968,ops_06,5,accept,1968,proceed,reject,true,false,industry_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Atlas,warm,calm,AT,synthetic-pilot-v1
20000000-0000-4000-8000-000000000034,10000000-0000-4000-8000-000000000002,industry_set,11000000-0000-4000-8000-000000000002,task_shown,1800000118000,ops_07,6,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000035,10000000-0000-4000-8000-000000000002,industry_set,11000000-0000-4000-8000-000000000002,decision,1800000119205,ops_07,6,override,1205,reject,reject,false,true,industry_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Atlas,warm,calm,AT,synthetic-pilot-v1
20000000-0000-4000-8000-000000000036,10000000-0000-4000-8000-000000000002,industry_set,11000000-0000-4000-8000-000000000002,task_shown,1800000121000,ops_08,7,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000037,10000000-0000-4000-8000-000000000002,industry_set,11000000-0000-4000-8000-000000000002,decision,1800000122342,ops_08,7,accept,1342,reject,reject,true,true,industry_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Atlas,warm,calm,AT,synthetic-pilot-v1
20000000-0000-4000-8000-000000000038,10000000-0000-4000-8000-000000000002,industry_set,11000000-0000-4000-8000-000000000002,task_shown,1800000124000,ops_09,8,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000039,10000000-0000-4000-8000-000000000002,industry_set,11000000-0000-4000-8000-000000000002,decision,1800000125479,ops_09,8,override,1479,reject,proceed,false,false,industry_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Atlas,warm,calm,AT,synthetic-pilot-v1
20000000-0000-4000-8000-000000000040,10000000-0000-4000-8000-000000000002,industry_set,11000000-0000-4000-8000-000000000002,task_shown,1800000127000,ops_10,9,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000041,10000000-0000-4000-8000-000000000002,industry_set,11000000-0000-4000-8000-000000000002,decision,1800000128616,ops_10,9,accept,1616,proceed,proceed,true,true,industry_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Atlas,warm,calm,AT,synthetic-pilot-v1
20000000-0000-4000-8000-000000000042,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,task_shown,1800000200000,ops_01,0,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000043,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,decision,1800000201366,ops_01,0,accept,1366,proceed,proceed,true,true,user_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Nova,warm,supportive,NV,synthetic-pilot-v1
20000000-0000-4000-8000-000000000044,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,task_shown,1800000203000,ops_02,1,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000045,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,decision,1800000204503,ops_02,1,override,1503,proceed,reject,false,false,user_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Nova,warm,supportive,NV,synthetic-pilot-v1
20000000-0000-4000-8000-000000000046,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,task_shown,1800000206000,ops_03,2,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000047,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,decision,1800000207640,ops_03,2,accept,1640,reject,proceed,true,false,user_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Nova,warm,supportive,NV,synthetic-pilot-v1
20000000-0000-4000-8000-000000000048,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,task_shown,1800000209000,ops_04,3,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000049,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,decision,1800000210777,ops_04,3,override,1777,proceed,proceed,false,true,user_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Nova,warm,supportive,NV,synthetic-pilot-v1
20000000-0000-4000-8000-000000000050,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,task_shown,1800000212000,ops_05,4,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000051,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,decision,1800000213914,ops_05,4,accept,1914,reject,reject,true,true,user_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Nova,warm,supportive,NV,synthetic-pilot-v1
20000000-0000-4000-8000-000000000052,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,task_shown,1800000215000,ops_06,5,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000053,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,decision,1800000217051,ops_06,5,override,2051,proceed,reject,false,false,user_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Nova,warm,supportive,NV,synthetic-pilot-v1
20000000-0000-4000-8000-000000000054,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,task_shown,1800000218000,ops_07,6,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000055,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,decision,1800000219288,ops_07,6,accept,1288,reject,reject,true,true,user_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Nova,warm,supportive,NV,synthetic-pilot-v1
20000000-0000-4000-8000-000000000056,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,task_shown,1800000221000,ops_08,7,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000057,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,decision,1800000222425,ops_08,7,override,1425,reject,reject,false,true,user_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Nova,warm,supportive,NV,synthetic-pilot-v1
20000000-0000-4000-8000-000000000058,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,task_shown,1800000224000,ops_09,8,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000059,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,decision,1800000225562,ops_09,8,accept,1562,reject,proceed,true,false,user_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Nova,warm,supportive,NV,synthetic-pilot-v1
20000000-0000-4000-8000-000000000060,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,task_shown,1800000227000,ops_10,9,,,,,,,,,,,,,synthetic-pilot-v1
20000000-0000-4000-8000-000000000061,10000000-0000-4000-8000-000000000003,user_set,11000000-0000-4000-8000-000000000003,decision,1800000228699,ops_10,9,override,1699,proceed,proceed,false,true,user_set,agent_name|tone_warmth|avatar|personality|confidence_explanation,Nova,warm,supportive,NV,synthetic-pilot-v1
